date/time,settlement id,type,order id,sku,description,quantity,marketplace,fulfillment,order city,order state,order postal,product sales,shipping credits,gift wrap credits,promotional rebates,sales tax collected,selling fees,fba fees,other transaction fees,other,total
"Jan 1, 2017 7:06:46 PM PST",6260890501,Order,112-9120682-3146641,DMBLDR-AQU,Dumbledore Harry Potter Inspirational Quote Vinyl Wall Decal Hogwarts [AQUA],1,amazon.com,Amazon,CAMPBELL,CA,95008-5530,$22.99,$1.02,$0.00,-$1.02,$0.00,-$3.45,-$3.02,$0.00,$0.00,$16.52
"Jan 2, 2017 1:05:22 AM PST",6260890501,Order,113-7669658-7858646,CUR&CURBLK,GMDdecals® Curiouser and Curiouser Alice In Wonderland Quote Decor Wall Decal [Glossy Black]- 24 inches x 10 inches -Adhesive High Glossy Vinyl [3mil],1,amazon.com,Amazon,Stevenson Ranch,CA,91381,$14.00,$0.00,$0.00,$0.00,$0.00,-$2.10,-$3.02,$0.00,$0.00,$8.88
"Jan 2, 2017 7:05:49 AM PST",6260890501,Transfer,,,"To your account ending in: 9429, Federal ACH Trace ID: 091000013761748",,,,,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,-$836.56,-$836.56
"Jan 2, 2017 1:11:15 PM PST",6260890501,Order,111-4615528-4193814,LevioSA-WHT,"GMDdecals Inspirational Wizard Hermione Harry Potter LevioSA Spell Inspirational Hogwarts Quote Vinyl Wall Decor Decal [GLOSSY WHITE]- 28"" x 12"" -Adhe",1,amazon.com,Amazon,BOCA RATON,FL,33434-2730,$22.99,$0.00,$0.00,$0.00,$1.61,-$3.45,-$2.56,-$0.05,$0.00,$18.54
"Jan 2, 2017 7:49:37 PM PST",6260890501,Order,105-9666331-3432235,TRUFFULATREESET5,CLEARANCE!! Dr Seuss Truffula Trees Assorted Set Vinyl Wall Decal Children Bedroom Nursery Décor Storybook Gift,1,amazon.com,Seller,Essex Jct,VT,05452-3049,$48.00,$4.79,$0.00,$0.00,$0.00,-$7.92,$0.00,$0.00,$0.00,$44.87
"Jan 2, 2017 7:49:37 PM PST",6260890501,Order,108-2682081-0038614,LTDKSIRIUS-BLK,Harry Potter Light & Dark Sirius Black Quote Vinyl Wall Decal Hogwarts [BLACK],1,amazon.com,Seller,STAFFORD,VA,22554-7863,$20.99,$4.54,$0.00,$0.00,$0.00,-$3.83,$0.00,$0.00,$0.00,$21.70
"Jan 2, 2017 7:49:38 PM PST",6260890501,Order,112-4625819-0181021,DMBLDR-BLK,GMDdecals Dumbledore Harry Potter Inspirational Hogwarts Quote Vinyl Wall  Decor Decal [GLOSSY BLACK]- 28 inches x 12 inches -Adhesive High Glossy Vin,1,amazon.com,Seller,MARTINSVILLE,INDIANA,46151-7302,$22.99,$4.54,$0.00,$0.00,$0.00,-$4.13,$0.00,$0.00,$0.00,$23.40
"Jan 2, 2017 7:49:39 PM PST",6260890501,Order,114-8856146-7268250,LTDKSIRIUS-CUST,GMDdecals Inspirational Wizard Harry Potter Light & Dark Sirius Black Quote Hogwarts Decor Wall Decal [CHOOSE COLOR]- 24 inches x 15 inches -Adhesive,1,amazon.com,Seller,Cedar Park,Texas,78613,$20.99,$4.59,$0.00,$0.00,$0.00,-$3.84,$0.00,$0.00,$0.00,$21.74
"Jan 2, 2017 7:49:39 PM PST",6260890501,Order,113-3687708-5434656,LTDKSIRIUS-BLK,Harry Potter Light & Dark Sirius Black Quote Vinyl Wall Decal Hogwarts [BLACK],1,amazon.com,Seller,WEST MONROE,LA,71291-1684,$20.99,$4.54,$0.00,$0.00,$0.00,-$3.83,$0.00,$0.00,$0.00,$21.70
"Jan 2, 2017 7:49:40 PM PST",6260890501,Order,108-8483147-8702601,SIXFANCY-BLKTUR,"Alice In Wonderland ""Six Impossible Things Before Breakfast"" Vinyl Wall Decal FANCY [Black & Turquoise] Cheshire Cat Quote Mad Hatter Storybook Home D",1,amazon.com,Seller,FEDERAL HEIGHTS,COLORADO,80260-6175,$16.00,$4.50,$0.00,$0.00,$0.00,-$2.46,$0.00,$0.00,$0.00,$18.04
"Jan 2, 2017 7:49:40 PM PST",6260890501,Order,109-8643430-9688223,DMBLDR-BLK,GMDdecals Dumbledore Harry Potter Inspirational Hogwarts Quote Vinyl Wall  Decor Decal [GLOSSY BLACK]- 28 inches x 12 inches -Adhesive High Glossy Vin,1,amazon.com,Seller,HEATH,OHIO,43056-1783,$22.99,$4.54,$0.00,$0.00,$0.00,-$4.13,$0.00,$0.00,$0.00,$23.40
"Jan 2, 2017 7:49:42 PM PST",6260890501,Order,109-7899766-2158601,CI-U396-O8H0,Alice Story Book Quote Set Vinyl Stairs or Wall Decal [Black] Cheshire Cat Qu...,1,amazon.com,Seller,PORTLAND,OR,97214-1950,$32.00,$4.71,$0.00,$0.00,$0.00,-$5.51,$0.00,$0.00,$0.00,$31.20
"Jan 2, 2017 7:49:42 PM PST",6260890501,Order,002-6566262-1097045,LTDKSIRIUS-GLD,Harry Potter Light & Dark Sirius Black Quote Vinyl Wall Decal Hogwarts [GOLD],1,amazon.com,Seller,AINSWORTH,NE,69210-1721,$20.99,$4.54,$0.00,$0.00,$0.00,-$3.83,$0.00,$0.00,$0.00,$21.70
"Jan 2, 2017 7:49:43 PM PST",6260890501,Order,105-0503459-4054606,DMBLDR-PUR,Dumbledore Harry Potter Inspirational Quote Vinyl Wall Decal Hogwarts [PURPLE],1,amazon.com,Seller,PORTLAND,OR,97213-3361,$22.99,$4.54,$0.00,$0.00,$0.00,-$4.13,$0.00,$0.00,$0.00,$23.40
"Jan 2, 2017 7:49:43 PM PST",6260890501,Order,002-9961904-1485053,96-3YGZ-59C7,"GMDdecals Harry Potter Ministry of Magic Bathroom Toilet Vinyl Wall Decor Decals [GLOSSY BLACK/GOLD]- 10"" x 11""-Adhesive High Glossy Vinyl [3mil]Made",1,amazon.com,Seller,SELDEN,NEW YORK,11784-2301,$13.99,$4.57,$0.00,$0.00,$0.00,-$2.78,$0.00,$0.00,$0.00,$15.78
"Jan 2, 2017 7:49:43 PM PST",6260890501,Order,111-1232954-3977066,C0-LVMK-Y8ST,GMDdecals® UNLESS Dr Seuss Quote Vinyl Wall Decal Lorax Truffula Trees Design Vinyl Quote Decor Wall Decal [GLOSSY BLACK]- 28 inches x 12 inches -Adhe,1,amazon.com,Seller,MADISON,WI,53716-1546,$16.00,$4.57,$0.00,$0.00,$0.00,-$3.09,$0.00,$0.00,$0.00,$17.48
"Jan 2, 2017 7:49:43 PM PST",6260890501,Order,104-5963737-5397859,ALICEQUOTES-WHT,"GMDdecals Alice In Wonderland Story Book Quote Set Vinyl Stair Decals or Wall Quote Decor Decals [GLOSSY WHITE]- 24"" x 2-4"" per quote -Adhesive High G",1,amazon.com,Seller,VACAVILLE,CA,95687-7215,$34.99,$4.59,$0.00,$0.00,$0.00,-$5.94,$0.00,$0.00,$0.00,$33.64
